1 X,1 Y,2 X,2 Y
1.270436741132209e-10,0.0002282985306972814,1.270436741132209e-10,0.9998782141670536
1.275453566217427e-10,0.0002291663195100634,1.275453566217427e-10,0.9998787582403419
1.28086273214698e-10,0.0002280664259066476,1.28086273214698e-10,0.9998794501088138
1.28611488549448e-10,0.0002289933850534608,1.28611488549448e-10,0.9998797033718068
1.291257115173199e-10,0.0002279392210125341,1.291257115173199e-10,0.9998801298326463
1.296757456029977e-10,0.0002288818278153053,1.296757456029977e-10,0.9998802144326637
1.303921036972879e-10,0.0002278391699640293,1.303921036972879e-10,0.9998805609912023
1.308974133218474e-10,0.0002288074901449139,1.308974133218474e-10,0.9998805232627745
1.314224421497836e-10,0.000227798514461553,1.314224421497836e-10,0.9998807423678137
1.319196521174271e-10,0.0002288351846165418,1.319196521174271e-10,0.9998806705100906
1.324904258578934e-10,0.0002279735727664671,1.324904258578934e-10,0.9998808773592203
1.329996251874946e-10,0.0002291488297910919,1.329996251874946e-10,0.9998807943458191
1.335013897222632e-10,0.0002281634854678537,1.335013897222632e-10,0.9998809363633087
1.340913886453812e-10,0.0002286280486604676,1.340913886453812e-10,0.9998807116595637
1.347712347130232e-10,0.0002268189682470394,1.347712347130232e-10,0.9998807552980032
1.352605221082328e-10,0.0002267427140848785,1.352605221082328e-10,0.999880494393818
1.358144161876493e-10,0.0002247311652908731,1.358144161876493e-10,0.9998805736015236
1.363113376896466e-10,0.0002270927259322102,1.363113376896466e-10,0.9998808290989578
1.369313568778059e-10,0.0002349365092191912,1.369313568778059e-10,0.9998825154545397
1.374618051757172e-10,0.0002495231564407766,1.374618051757172e-10,0.9998842650883222
1.379757781554943e-10,0.0002570462483814854,1.379757781554943e-10,0.9998846923161588
1.386053393477637e-10,0.0002468041613013999,1.386053393477637e-10,0.9998809886153156
1.391693674776445e-10,0.0002028459795623513,1.391693674776445e-10,0.9998733592149627
1.396537424703267e-10,0.0001271333911468757,1.396537424703267e-10,0.9998617333465922
1.401740514032707e-10,1.484762658099766e-05,1.401740514032707e-10,0.9998486581158158
1.406842109069684e-10,-2.177396400080542e-05,1.406842109069684e-10,0.9998534107116666
1.412625844925014e-10,0.0002859196908737939,1.412625844925014e-10,0.9999196451154431
1.418140636517795e-10,0.001077679252498662,1.418140636517795e-10,1.000052160981058
1.423359144909071e-10,0.002043372252319122,1.423359144909071e-10,1.000177499853759
1.429877116711742e-10,0.002853386019554,1.429877116711742e-10,1.000188281170156
1.435206162721007e-10,0.0019709764598156,1.435206162721007e-10,0.9998953034307194
1.440148316455e-10,-0.001906243356227961,1.440148316455e-10,0.9991775881688506
1.44520778200985e-10,-0.009510672685464541,1.44520778200985e-10,0.9980422450972399
1.450492265013283e-10,-0.01806763145922921,1.450492265013283e-10,0.9971833771363282
1.45590985656515e-10,-0.01467150827257284,1.45590985656515e-10,0.99883413501546
